"head","relation","tail"
"drugbank.DB00472","SE","meddra.10002241"
"drugbank.DB00986","SE","meddra.10036790"
"drugbank.DB00230","SE","meddra.10012267"
"mondo.0020333","symptom","hpo.0032155"
"mondo.0014976","symptom","hpo.0003128"
"mondo.0010193","associated","uniprot.Q03164"
"drugbank.DB01182","target","uniprot.Q01959"
"drugbank.DB00715","SE","meddra.10002241"
"drugbank.DB01115","SE","meddra.10015461"
"mondo.0018907","symptom","hpo.0010535"
"drugbank.DB00715","SE","meddra.10015461"
"drugbank.DB00740","SE","meddra.10029148"
"mondo.0011811","associated","uniprot.Q5THJ4"
"mondo.0014593","symptom","hpo.0002310"
"mondo.0013350","symptom","hpo.0004326"
"mondo.0018874","associated","uniprot.P05026"
"drugbank.DB00481","target","uniprot.Q15125"
"mondo.0011929","symptom","hpo.0000717"
"drugbank.DB00962","SE","meddra.10038848"
"mondo.0023122","associated","uniprot.P09086"
"mondo.0004948","associated","uniprot.P06127"
"mondo.0013966","symptom","hpo.0001695"
"mondo.0005028","associated","uniprot.P35354"
"drugbank.DB01268","target","uniprot.Q15835"
"mondo.0011472","symptom","hpo.0100825"
"drugbank.DB00975","target","uniprot.Q9Y233"
"mondo.0015253","symptom","hpo.0410030"
"drugbank.DB00264","SE","meddra.10022562"
"mondo.0010820","associated","uniprot.P00352"
"mondo.0011053","symptom","hpo.0002300"
"mondo.0010752","symptom","hpo.0000126"
"drugbank.DB01182","SE","meddra.10003662"
"drugbank.DB08901","target","uniprot.P49336"
"mondo.0013091","associated","uniprot.P15735"
"mondo.0023122","associated","uniprot.O96017"
"drugbank.DB00399","SE","meddra.10015461"
"mondo.0010627","symptom","hpo.0001915"
"drugbank.DB00458","target","uniprot.O15245"
"mondo.0005580","associated","uniprot.P04637"
"drugbank.DB01216","target","uniprot.P31213"
"mondo.0009974","associated","uniprot.P14222"
"mondo.0011719","associated","uniprot.P15056"
"drugbank.DB00938","SE","meddra.10042604"
"drugbank.DB00619","SE","meddra.10037576"
"drugbank.DB01254","target","uniprot.Q9Y4K4"
"mondo.0014203","symptom","hpo.0000789"
"drugbank.DB00285","SE","meddra.10047290"
"mondo.0012335","symptom","hpo.0000846"
"drugbank.DB08911","target","uniprot.Q02750"
"drugbank.DB00472","target","uniprot.Q9Y5N1"
"mondo.0015253","associated","uniprot.P62854"
"mondo.0014389","associated","uniprot.Q96EP0"
"mondo.0009749","symptom","hpo.0002317"
"mondo.0004976","associated","uniprot.Q99720"
"mondo.0009746","associated","uniprot.P04629"
"mondo.0008487","associated","uniprot.O75695"
"mondo.0013726","associated","uniprot.Q7RTS9"
"mondo.0018309","associated","uniprot.Q93074"
"mondo.0007067","symptom","hpo.0001901"
"mondo.0017366","symptom","hpo.0011703"
"mondo.0011380","symptom","hpo.0000741"
"drugbank.DB01175","SE","meddra.10003285"
"mondo.0013531","symptom","hpo.0100633"
"mondo.0014681","symptom","hpo.0012125"
"drugbank.DB08916","target","uniprot.Q13627"
"drugbank.DB00252","SE","meddra.10037576"
"mondo.0008840","symptom","hpo.0001952"
"drugbank.DB00481","target","uniprot.P21728"
"drugbank.DB00715","SE","meddra.10043563"
"drugbank.DB01182","SE","meddra.10029164"
"mondo.0019978","associated","uniprot.O14640"
"drugbank.DB08865","target","uniprot.P10721"
"mondo.0013794","symptom","hpo.0001894"
"drugbank.DB06616","target","uniprot.Q16584"
"mondo.0017373","symptom","hpo.0012486"
"mondo.0009598","symptom","hpo.0008064"
"drugbank.DB01184","target","uniprot.Q12809"
"mondo.0009717","associated","uniprot.P21333"
"drugbank.DB00564","SE","meddra.10043566"
"drugbank.DB00555","SE","meddra.10002969"
"mondo.0002728","associated","uniprot.Q12824"
"drugbank.DB00952","SE","meddra.10021649"
"drugbank.DB00619","SE","meddra.10008107"
"drugbank.DB06616","target","uniprot.Q9BRS2"
"mondo.0011381","symptom","hpo.0000846"
"drugbank.DB00294","SE","meddra.10014166"
"mondo.0004948","associated","uniprot.Q9UKT9"
"mondo.0013555","symptom","hpo.0000225"
"drugbank.DB01224","SE","meddra.10028606"
"mondo.0007492","associated","uniprot.O14656"
"drugbank.DB00193","SE","meddra.10008629"
"mondo.0013279","associated","uniprot.P48544"
"mondo.0008120","symptom","hpo.0012452"
"mondo.0009288","symptom","hpo.0002884"
"mondo.0010504","associated","uniprot.Q15904"
"drugbank.DB00262","SE","meddra.10034721"
"drugbank.DB00656","SE","meddra.10007515"
"mondo.0011652","symptom","hpo.0002317"
"mondo.0014332","associated","uniprot.P35218"
"mondo.0054725","symptom","hpo.0000789"
"mondo.0008678","symptom","hpo.0001081"
"mondo.0020437","symptom","hpo.0011712"
"mondo.0001187","associated","uniprot.O75376"
"mondo.0009868","symptom","hpo.0002913"
"mondo.0007057","symptom","hpo.0002653"
"drugbank.DB01224","SE","meddra.10027162"
"mondo.0100224","associated","uniprot.Q5TEU4"
"drugbank.DB00619","SE","meddra.10007882"
"mondo.0012856","associated","uniprot.Q9NPC2"
"mondo.0009104","associated","uniprot.P98164"
"mondo.0019200","associated","uniprot.Q13432"
"mondo.0007473","associated","uniprot.Q9BXS0"
"drugbank.DB00661","target","uniprot.Q14524"
"mondo.0013433","symptom","hpo.0100646"
"drugbank.DB00783","SE","meddra.10008612"
"mondo.0007688","symptom","hpo.0000717"
"mondo.0014866","symptom","hpo.0000726"
"mondo.0006292","associated","uniprot.P08700"
"mondo.0014864","associated","uniprot.Q15043"
"mondo.0007718","associated","uniprot.P20823"
"mondo.0018229","associated","uniprot.P01563"
"mondo.0011400","symptom","hpo.0004756"
"mondo.0017319","symptom","hpo.0001081"
"drugbank.DB00619","SE","meddra.10022618"
"mondo.0014263","symptom","hpo.0001883"
"mondo.0005683","symptom","hpo.0001701"
"mondo.0013674","symptom","hpo.0002063"
"mondo.0021055","symptom","hpo.0010614"
"mondo.0014082","associated","uniprot.Q9HBE5"
"drugbank.DB00571","target","uniprot.Q9Y3Q4"
"mondo.0008675","symptom","hpo.0001387"
"mondo.0019562","associated","uniprot.P09919"
"mondo.0018874","associated","uniprot.P07333"
"drugbank.DB06151","target","uniprot.P04179"
"drugbank.DB01142","SE","meddra.10003671"
"drugbank.DB00358","SE","meddra.10014625"
"mondo.0009614","associated","uniprot.Q96EY8"
"drugbank.DB01062","target","uniprot.Q01959"
"drugbank.DB00230","SE","meddra.10002948"
"mondo.0013422","associated","uniprot.P07357"
"mondo.0011150","symptom","hpo.0000962"
"drugbank.DB00752","target","uniprot.P23975"
"mondo.0009066","associated","uniprot.O60931"
"drugbank.DB00966","target","uniprot.Q96FL8"
"mondo.0012883","symptom","hpo.0011900"
"mondo.0018229","associated","uniprot.P06400"
"mondo.0010100","symptom","hpo.0000618"
"drugbank.DB00448","target","uniprot.P10635"
"mondo.0008523","symptom","hpo.0011505"
"mondo.0013731","symptom","hpo.0010628"
"mondo.0009711","associated","uniprot.P21817"
"drugbank.DB00693","SE","meddra.10038669"
"drugbank.DB01186","SE","meddra.10019523"
"mondo.0012415","associated","uniprot.Q9UHN1"
"mondo.0019019","associated","uniprot.P07237"
"drugbank.DB00307","SE","meddra.10020622"
"drugbank.DB08865","target","uniprot.Q8TDX7"
"mondo.0007797","symptom","hpo.0000126"
"mondo.0010196","symptom","hpo.0000962"
"mondo.0011781","symptom","hpo.0011999"
"drugbank.DB01115","target","uniprot.P35498"
"mondo.0014156","associated","uniprot.O60939"
"drugbank.DB01175","SE","meddra.10015145"
"mondo.0011151","symptom","hpo.0007902"
"drugbank.DB04861","SE","meddra.10003671"
"drugbank.DB00674","SE","meddra.10027162"
"drugbank.DB00659","SE","meddra.10044074"
"mondo.0019828","associated","uniprot.Q9Y6N7"
"mondo.0014445","symptom","hpo.0000546"
"mondo.0001881","associated","uniprot.P21730"
"mondo.0009910","symptom","hpo.0002155"
"drugbank.DB00788","SE","meddra.10016398"
"mondo.0016657","associated","uniprot.P16157"
"mondo.0018906","associated","uniprot.Q99836"
"mondo.0014834","symptom","hpo.0002317"
"drugbank.DB00381","target","uniprot.Q06278"
"drugbank.DB00897","target","uniprot.P47869"
"mondo.0009324","symptom","hpo.0000206"
"mondo.0008318","associated","uniprot.P31749"
"mondo.0015193","associated","uniprot.Q13351"
"mondo.0006292","associated","uniprot.Q9BZK7"
"drugbank.DB00178","SE","meddra.10038378"
"drugbank.DB00679","target","uniprot.P28566"
"drugbank.DB08865","target","uniprot.P36897"
"mondo.0018229","associated","uniprot.Q92905"
"drugbank.DB00178","target","uniprot.P12821"
"mondo.0019078","symptom","hpo.0001650"
"drugbank.DB00715","SE","meddra.10018386"
"mondo.0008995","symptom","hpo.0001640"
"drugbank.DB01273","SE","meddra.10047001"
"drugbank.DB00472","SE","meddra.10036661"
"drugbank.DB00184","target","uniprot.P07510"
"mondo.0100213","symptom","hpo.0000726"
"mondo.0011456","symptom","hpo.0000093"
"mondo.0007576","associated","uniprot.P49411"
"mondo.0013334","symptom","hpo.0001636"
"mondo.0010457","symptom","hpo.0030149"
"mondo.0009657","associated","uniprot.P54802"
"mondo.0011456","symptom","hpo.0001959"
"mondo.0009147","symptom","hpo.0000966"
"drugbank.DB01101","SE","meddra.10036105"
"drugbank.DB06695","SE","meddra.10022763"
"drugbank.DB06663","target","uniprot.P30872"
"mondo.0009419","symptom","hpo.0001266"
"drugbank.DB00006","SE","meddra.10018276"
"drugbank.DB00619","SE","meddra.10034484"
"mondo.0011929","symptom","hpo.0001009"
"mondo.0007924","symptom","hpo.0002664"
"mondo.0014194","symptom","hpo.0003128"
"mondo.0009290","symptom","hpo.0010535"
"mondo.0015229","symptom","hpo.0001395"
"drugbank.DB00555","SE","meddra.10039729"
"mondo.0010653","symptom","hpo.0002023"
"mondo.0010711","symptom","hpo.0000961"
"drugbank.DB01165","SE","meddra.10037375"
"mondo.0014239","symptom","hpo.0001636"
"mondo.0016063","associated","uniprot.P31749"
"mondo.0054573","symptom","hpo.0002317"
"drugbank.DB00285","target","uniprot.P28223"
"mondo.0007617","symptom","hpo.0001609"
"mondo.0014975","symptom","hpo.0001300"
"mondo.0014663","symptom","hpo.0000995"
"drugbank.DB00489","target","uniprot.Q12809"
"drugbank.DB00448","SE","meddra.10001580"
"mondo.0008487","associated","uniprot.P35916"
"mondo.0015193","associated","uniprot.P50993"
"drugbank.DB00986","target","uniprot.P08912"
"mondo.0013074","symptom","hpo.0002300"
"mondo.0018820","symptom","hpo.0002169"
"mondo.0007875","symptom","hpo.0007957"
"drugbank.DB00285","SE","meddra.10046593"
"mondo.0018800","associated","uniprot.Q6X4W1"
"mondo.0008723","symptom","hpo.0001942"
"drugbank.DB00273","SE","meddra.10018292"
"mondo.0100280","symptom","hpo.0001909"
"drugbank.DB09389","SE","meddra.10033132"
"drugbank.DB00367","SE","meddra.10027313"
"drugbank.DB00811","target","uniprot.P22413"
"drugbank.DB00495","target","uniprot.P04183"
"drugbank.DB00315","SE","meddra.10028836"
"drugbank.DB09053","target","uniprot.Q15303"
"mondo.0013171","symptom","hpo.0000388"
"mondo.0009352","symptom","hpo.0100790"
"mondo.0008329","symptom","hpo.0001942"
"drugbank.DB01268","target","uniprot.Q15139"
"drugbank.DB05294","target","uniprot.Q15418"
"drugbank.DB00740","SE","meddra.10019468"
"drugbank.DB01080","SE","meddra.10043101"
"mondo.0009364","associated","uniprot.A4D126"
"drugbank.DB00297","SE","meddra.10036661"
"mondo.0019943","symptom","hpo.0001350"
"mondo.0005563","symptom","hpo.0002860"
"drugbank.DB01224","target","uniprot.P18825"
"mondo.0012546","symptom","hpo.0003073"
"drugbank.DB01224","SE","meddra.10016699"
"drugbank.DB00248","SE","meddra.10021021"
"drugbank.DB09477","SE","meddra.10028653"
"mondo.0008244","associated","uniprot.O43623"
"mondo.0012074","associated","uniprot.O75844"
"mondo.0012984","symptom","hpo.0000523"
"mondo.0008283","symptom","hpo.0004326"
"drugbank.DB00640","SE","meddra.10041892"
"mondo.0012941","associated","uniprot.Q08334"
"drugbank.DB00661","target","uniprot.P08684"
"mondo.0010061","associated","uniprot.Q9HAB3"
"mondo.0013557","associated","uniprot.Q9UPZ3"
"mondo.0014939","symptom","hpo.0002791"
"drugbank.DB06616","target","uniprot.Q08345"
"mondo.0010370","associated","uniprot.O60216"
"mondo.0007269","associated","uniprot.Q9GZL7"
"drugbank.DB00273","SE","meddra.10026749"
"drugbank.DB01018","target","uniprot.P28223"
"mondo.0001187","associated","uniprot.P01375"
"mondo.0011017","symptom","hpo.0004308"
"mondo.0016256","associated","uniprot.O15072"
"mondo.0009678","associated","uniprot.O43505"
"drugbank.DB01142","target","uniprot.P08913"
"mondo.0014402","symptom","hpo.0001298"
"mondo.0019475","symptom","hpo.0001433"
"mondo.0009172","associated","uniprot.Q9NPP4"
"mondo.0020341","associated","uniprot.Q96PU5"
"drugbank.DB00811","SE","meddra.10029164"
"mondo.0009329","symptom","hpo.0001708"
"drugbank.DB01110","target","uniprot.Q01959"
"mondo.0010461","symptom","hpo.0100716"
"drugbank.DB00398","target","uniprot.Q13470"
"mondo.0012246","symptom","hpo.0002311"
"drugbank.DB00230","SE","meddra.10018292"
"drugbank.DB00571","target","uniprot.Q13936"
"mondo.0013362","associated","uniprot.Q86W42"
"mondo.0005136","associated","uniprot.P36941"
"drugbank.DB00669","SE","meddra.10059133"
"mondo.0010683","associated","uniprot.Q13496"
"mondo.0014309","symptom","hpo.0001397"
"mondo.0009050","symptom","hpo.0000876"
"drugbank.DB00619","SE","meddra.10037397"
"mondo.0013468","associated","uniprot.Q86SQ9"
"drugbank.DB01186","SE","meddra.10012218"
"mondo.0018968","associated","uniprot.P11586"
"drugbank.DB00843","SE","meddra.10014928"
"drugbank.DB05294","SE","meddra.10051228"
"mondo.0018458","associated","uniprot.P53680"
"mondo.0009268","symptom","hpo.0001081"
"mondo.0010747","associated","uniprot.P21675"
"mondo.0009579","symptom","hpo.0001387"
"drugbank.DB06403","SE","meddra.10039163"
"drugbank.DB00285","target","uniprot.P50406"
"mondo.0009563","associated","uniprot.Q8N3J5"
"drugbank.DB00904","SE","meddra.10023891"
"mondo.0015892","symptom","hpo.0005978"
"mondo.0010789","symptom","hpo.0007302"
"drugbank.DB00195","SE","meddra.10005148"
"mondo.0014940","associated","uniprot.Q13501"
"drugbank.DB01110","SE","meddra.10043969"
"mondo.0008280","symptom","hpo.0005584"
"drugbank.DB06616","target","uniprot.Q92918"
"drugbank.DB00264","target","uniprot.P07550"
"mondo.0012052","associated","uniprot.Q9BT22"
"mondo.0009061","symptom","hpo.0002107"
"mondo.0010319","symptom","hpo.0001350"
"mondo.0009110","symptom","hpo.0000787"
"drugbank.DB06626","target","uniprot.Q13705"
"mondo.0010659","symptom","hpo.0001609"
"mondo.0008383","associated","uniprot.Q9NRX3"
"mondo.0007270","symptom","hpo.0001645"
"mondo.0010278","symptom","hpo.0000717"
"mondo.0016333","associated","uniprot.P31040"
"mondo.0011719","associated","uniprot.Q99643"
"drugbank.DB00755","SE","meddra.10040558"
"mondo.0013874","associated","uniprot.Q13423"
"mondo.0013822","symptom","hpo.0000717"
"mondo.0011686","symptom","hpo.0001974"
"drugbank.DB00313","SE","meddra.10022992"
"drugbank.DB00619","target","uniprot.P09619"
"mondo.0007380","associated","uniprot.Q15582"
"mondo.0012426","associated","uniprot.P20963"
"drugbank.DB00230","SE","meddra.10038923"
"mondo.0014780","symptom","hpo.0033165"
"mondo.0008684","associated","uniprot.P28360"
"mondo.0005619","symptom","hpo.0012733"
"drugbank.DB06616","target","uniprot.P07333"
"drugbank.DB01254","target","uniprot.P42680"
"mondo.0008383","associated","uniprot.Q5QGZ9"
"mondo.0010473","symptom","hpo.0004749"
"drugbank.DB06201","target","uniprot.Q9UI33"
"drugbank.DB09389","SE","meddra.10027295"
"drugbank.DB01217","SE","meddra.10020604"
"mondo.0013447","symptom","hpo.0000608"
"drugbank.DB00186","SE","meddra.10037375"
"drugbank.DB00679","target","uniprot.P41595"
"mondo.0018921","associated","uniprot.Q96GX1"
"drugbank.DB01224","SE","meddra.10042267"
"mondo.0014911","symptom","hpo.0001397"
"mondo.0044778","symptom","hpo.0002665"
"mondo.0019082","symptom","hpo.0012733"
"mondo.0012323","associated","uniprot.P15924"
"drugbank.DB00811","SE","meddra.10043088"
"mondo.0016642","symptom","hpo.0000602"
"mondo.0014936","symptom","hpo.0002578"
"mondo.0031446","symptom","hpo.0002570"
"mondo.0008300","symptom","hpo.0002591"
"drugbank.DB01268","target","uniprot.Q9HAZ1"
"mondo.0019200","associated","uniprot.P51955"
"mondo.0016419","associated","uniprot.P43246"
"mondo.0007269","associated","uniprot.P11532"
"mondo.0018229","associated","uniprot.P55072"
"mondo.0013081","symptom","hpo.0001698"
"drugbank.DB00624","SE","meddra.10004446"
"drugbank.DB00419","target","uniprot.P14410"
"mondo.0014926","associated","uniprot.Q96LB3"
"drugbank.DB00624","SE","meddra.10029446"
"mondo.0044318","symptom","hpo.0010780"
"mondo.0014587","symptom","hpo.0010628"
"mondo.0016238","symptom","hpo.0012125"
"mondo.0012924","symptom","hpo.0001896"
"drugbank.DB00188","target","uniprot.P49721"
"mondo.0006639","associated","uniprot.P08183"
"mondo.0014437","symptom","hpo.0000546"
"mondo.0060564","symptom","hpo.0000103"
"drugbank.DB01043","SE","meddra.10042604"
"mondo.0009482","symptom","hpo.0004409"
"mondo.0014089","symptom","hpo.0032152"
"drugbank.DB00374","target","uniprot.P43116"
"mondo.0009210","associated","uniprot.P12259"
"mondo.0009635","associated","uniprot.Q13277"
"mondo.0021569","associated","uniprot.Q8NF91"
"drugbank.DB01175","SE","meddra.10014080"
"drugbank.DB00734","SE","meddra.10053198"
"mondo.0011719","associated","uniprot.Q9Y5B8"
"mondo.0018770","associated","uniprot.Q7Z4L5"
"drugbank.DB00740","SE","meddra.10008417"
"mondo.0009329","symptom","hpo.0012151"
"mondo.0009026","associated","uniprot.P04049"
"drugbank.DB00997","target","uniprot.P11229"
"mondo.0012393","symptom","hpo.0001987"
"mondo.0013372","associated","uniprot.P15382"
"mondo.0012651","symptom","hpo.0001310"
"mondo.0008457","associated","uniprot.Q8NB59"
"mondo.0013438","symptom","hpo.0002169"
"mondo.0011576","symptom","hpo.0200114"
"drugbank.DB04868","target","uniprot.Q16288"
"drugbank.DB01268","target","uniprot.O14730"
"mondo.0019006","associated","uniprot.Q8WUM0"
"mondo.0014497","symptom","hpo.0001271"
"mondo.0016006","symptom","hpo.0002149"
"mondo.0008723","symptom","hpo.0002901"
"mondo.0011531","symptom","hpo.0000962"
"drugbank.DB08815","SE","meddra.10034010"
"mondo.0010395","symptom","hpo.0003149"
"mondo.0013122","associated","uniprot.Q14767"
"mondo.0010870","associated","uniprot.P12883"
"drugbank.DB00537","SE","meddra.10000486"
"drugbank.DB01110","target","uniprot.P06241"
"drugbank.DB13944","SE","meddra.10060862"
"mondo.0015583","symptom","hpo.0000135"
"mondo.0007733","associated","uniprot.Q15465"
"mondo.0007686","symptom","hpo.0000132"
"mondo.0016621","associated","uniprot.P21397"
"mondo.0018177","associated","uniprot.P27986"
"mondo.0012173","symptom","hpo.0001638"
"drugbank.DB00472","SE","meddra.10046593"
"mondo.0015780","symptom","hpo.0002024"
"drugbank.DB00704","target","uniprot.P35372"
"mondo.0008380","symptom","hpo.0002665"
"mondo.0007836","associated","uniprot.Q9UJQ4"
"mondo.0012930","symptom","hpo.0002619"
"mondo.0008383","associated","uniprot.P02741"
"drugbank.DB04868","SE","meddra.10011703"
"drugbank.DB00555","SE","meddra.10012260"
"mondo.0010031","symptom","hpo.0001387"
"mondo.0014271","associated","uniprot.Q8TCJ2"
"drugbank.DB01059","target","uniprot.P31644"
"drugbank.DB00422","SE","meddra.10036661"
"mondo.0100213","symptom","hpo.0001539"
"drugbank.DB00624","SE","meddra.10000496"
"mondo.0013968","symptom","hpo.0000126"
"mondo.0010370","associated","uniprot.Q6KC79"
"drugbank.DB06616","target","uniprot.P42685"
